text,label
"What can I say? I think I have to write ""Spoiler alert"" and then ""reveal"" they used the F-word a LOT in this movie - like in every two sentences. I did not like this movie at all - too much hints on sexual perversions, sidesteps and cheating. And that swearing was totally out the window. I gave this movie ""3"" and two of those points are for Mira Sorvino's sexy movements on the dance floor.",0
"In Black Mask, Jet Li plays a bio-engineered super-killer turned pacifist, who has to fight against other super-killers. Bad plot, bad sfx(60 million dollar budget), but the fighting scenes were excellent! Jet Li is the greatest martial-arts star alive!",1
"A woman, Mujar (Marta Belengur) enters a restaurant one morning at &:35 unaware that a terrorist has kidnapped the people in said restaurant & is making them act out a musical number in this strange yet fascinating short film, which I only saw by finding it on the DVD of the director/writer's equally fascinating ""Timecrimes"". It had a fairly catchy song & it somehow brought a smile to my face despite the somber overall plot to the short. I'm glad that I stumbled across it (wasn't aware it would be an extra when I rented the DVD) and wouldn't hesitate at all to recommend it to all of my friends.<br /><br />My Grade: A-",1
"Plot is not worth discussion even if it hints at corruption, murder, power and the rest of thriller related topics. Characters are interesting though sometimes. Not realistic but interesting nevertheless.<br /><br />Development is slow like tea drinking ceremony. Visuals not stunning, but good enough to ease the eye strain. Good movie to watch after dinner before going to bed - nothing shocking too much, nothing overexciting. Movie sitcom style.<br /><br />I liked Woody - excellent performance. Had to fight the plot inadequacy and did the job pretty good. The rest are bearable though very predictable. The whole is watchable and better than most TV shows.",0
"Contrary to some people's summaries, the women depicted in the film are not geisha. They are oiran (prostitutes) living outside the most famous pleasure districts, and their lives and experiences represent the lives of a great number of Tokugawa era women. I can't say the stories were particularly enlightening, but their charm lies in just how typical they are. The themes are universal and everyday: love, friendship, and sacrifice.<br /><br />I did greatly enjoy the art direction and the acting. I felt like I was getting a glimpse of a time and place I can never otherwise glimpse. The actors, especially the 4 women who played the main oiran, were a thrill to watch. I'd only recommend this movie to people who want a taste of Japanese culture, or to those who enjoy quiet and emotional stories. It's a great example of both.",1
"The zenith of two brilliant careers. David Lynch, better known for less accessible material, crafts a delicate and exquisite story around the most unlikely premise. A man travels to see his estranged brother. Having no other means of transportation, his journey takes him over six weeks on a lawn mower. Richard Farnsworth, in his last film, delivers a stunningly layered and nuanced performance in the starring role. Achingly beautiful in its exultation of small things, Straight Story is a classic cinema experience that must not be missed. Sissy Spacek is notable as Farnsworth's daughter, an impaired middle-aged woman living with the loss of her children.",1
"Rarely have I witnessed such a gratuitous waste of talent. There is almost nothing constructive to be said about this hopeless swamp of a film. What few interesting strands the film seems to promise initially turn out to be little more than red herrings. Actors of stature - Robert Duvall, Robert Downey, Jr. - are deployed in roles which go nowhere; a director of occasional genius produces a film which looks like it is filmed through a coffee-stained camera lens; a writer (John Grisham) who has never produced anything of merit, discovers new depths of under-motivated incoherence. The film has a cheap, lecherous feel about it - but barely at the level of commentary - its really part of the aesthetic. Normally, I come on to the IMDb to write balanced, generally appreciative comments. This egregious disaster of a film just makes me want to produce an endless, bilious rant. I won't, but only because I no longer want to occupy my ""mind"" with this trash.",0
"I'm glad that users (as of this date) who liked this movie are now coming forward. I don't understand the people who didn't like this movie - it seems like they were expecting a serious (?!?!?) treatment! C'mon, how the hell can you take the premise of a killer snowman seriously? The filmmakers knew this was a silly premise, and they didn't try to deny it. The straight-faced delivery of scenes actually makes it FUNNY! Yes, there are times where the low budget shows (such as that explosion scene), but I think an expensive look would have taken away from the fun of the movie! So if you like B-movies, and the goofy premise appeals to you, then you'll certainly like ""Jack Frost"".",1
"When American author Edgar Allan Poe visits London, he is approached by British journalist Alan Foster, who becomes the target of a peculiar wager. Not believing Poe's assertion that all of his macabre stories have been based on actual experience, Foster accepts a bet from Poe and his friend Sir Thomas Blackwood that he cannot spend an entire night in the Blackwood's haunted castle. Once installed in the abandoned castle, Foster discovers that he is not alone, as he is approached by various beautiful women and handsome men, and a doctor of metaphysics - who explains that they are all lost souls damned to replay the stories of their demises on the anniversary of their deaths! The first time I watched this glorious bit of classic horror, I was mesmerized the entire time. I found the movie genuinely creepy and at the same time sorrowful. Babs Steele is undeniably beautiful. The music score makes the atmosphere twice as terror inducing. The topless scene threw me for a loop, as I was not expecting it. It looks as Synapse did a great job with picture enhancement, because this movie looks damn fine for its age, and it's the Uncut International version, to boot. This is the movie responsible for me starting a Babs Steele and Klaus Kinski collection.",1
"Johnny Weissmuller's final film as 'King of the Jungle', after 16 years in the role, TARZAN AND THE MERMAIDS, is bound to disappoint all but the most ardent of his fans. At 44, the ex-Olympian, one of Hollywood's most active 'party animals', was long past the slim athleticism of his youth, and looked tired (although he was in marginally better condition than in his previous entry, TARZAN AND THE HUNTRESS).<br /><br />Not only had Weissmuller gotten too old for his role; Johnny Sheffield, the quintessential 'Boy', had grown to manhood (he was a strapping 17-year old), so he was written out of the script, under the pretext of being 'away at school'. Brenda Joyce, at 35, was appearing in her fourth of five films as 'Jane' (she would provide the transition when Lex Barker became the new Tarzan, in 1949's TARZAN'S MAGIC FOUNTAIN) and was still as wholesomely sexy as ever.<br /><br />Produced by Sol Lesser, at RKO, on a minuscule budget, the cast and crew took advantage of cheaper labor by filming in Mexico. While the location gave a decidedly Hispanic air to what was supposedly darkest Africa, veteran director Robert Florey utilized the country extensively, incorporating cliff diving and an Aztec temple into the story.<br /><br />When a young island girl (Tyrone Power's future bride, Linda Christian) is rescued in a jungle river by Tarzan, he learns that a local high priest (George Zucco, one of filmdom's most enduring villains) had virtually enslaved the local population, threatening retribution from a living 'God' if they don't do his bidding. The girl had been chosen to become the 'God's' bride, so she fled. Faster than you can say 'Is this a dumb plot or WHAT?', the girl is kidnapped by the priest's henchmen and returned to the island, and Tarzan, followed by Jane, colorful Spanish character 'Benjy' (charmingly played by John Laurenz, who sings several tunes), and a government commissioner are off to take on the Deity and his priest (poor Cheeta is left behind). After a series of discoveries (the 'God' is simply a con man in an Aztec mask, working with the priest in milking the island's rich pearl beds), a bit of brawling action, and comic relief and songs by Benjy, everything reaches the expected happy conclusion.<br /><br />Remarkably, TARZAN AND THE MERMAIDS features a musical score by the brilliant film composer, Dimitri Tiomkin, and is far better than what you'd expect from this 'B' movie! <br /><br />While the film would provide a less-than-auspicious end to Weissmuller's time in Tarzan's loincloth (he would immediately go on to play Jungle Jim, a more eloquent variation of the Ape Man, in khakis), the talent involved lifted the overall product at least a little above the total mess it could have been.<br /><br />Tarzan was about to get a make over, and become much sexier...",0
"The film is very complete in what it is, keeping one continuously interested with the flashbacks to childhood and growing up with such a bizarre father, and interspersing it with the tails of serial murder, one simply cannot go wrong. The very plot in itself, the very story and essence of the film, is entertaining. It is the sort of story that the director (Bill Paxton) could do so much with, and in this case, he really did do a lot with it.<br /><br />From beginning to end you are kept anticipating more and more about what is happening and where the film is going, and the creativity that is behind this story is first class. I felt as if this film was exquisitely done from start to finish, and one of those rare gems that seemed to be without any boring lulls -- the action flowing neatly, quickly, and tightly from one scene to the next. <br /><br />It demonstrates just how far people can go: so as to do such horrible things to their loved ones, and to do such acts of evil, in the name of 'God' when they are disillusioned as in this case. It also is sometimes interesting in its' twists & takes on the concept of morality as a whole.<br /><br />Overall, this is the sort of film that one easily overlooks, but I would recommend you to not do likewise and to check this film out -- it is very much so worth your time.",1
"This is just one more of those hideous films that you find on Lifetime TV which portray the abhorrent behavior of some disgusting woman in an empathetic manner. Along with other such nasty films as ""The Burning Bed,"" ""Enough,"" or ""Monster,"" this film takes a disgusting criminal and attempts to show the viewer why she's not such a bad person after all. Give us a break! Here's my question to the filmmakers: If LeTourneau were a man, and Vili were a 12 year old girl, would you have made a picture sympathizing and empathizing with this person? Answer: Hell no.<br /><br />Imagine switching the genders in this film, and then you'll see just why myself and others here consider this a worthless piece of garbage. Were the genders switched, there would be no attempt to empathize with the criminal. Instead, we'd likely be treated to a portrayal of a monstrous and hideous man preying upon a young girl, his lascivious behavior landing him in prison, and his brainwashed victim suffering from Stockholm Syndrome. The only reason LeTourneau does not receive the same treatment in this film is by virtue of her sex.<br /><br />Let's call a spade a spade. LeTourneau is a pedophile. Plain and simple. No ifs, ands or buts. She's a criminal who belongs in prison, and deserves our derision and contempt, but certainly not our pity or empathy.",0
"Although critically maligned, Johnny Dangerously is one of the funniest movies I've ever seen. It's a movie that should be watched closely; some of the funny bits are done in passing and do not have the usual amount of attention drawn to them. For instance, keep an eye on Michael Keaton's use of the pricing gun at the pet store...and also on the documentary-style years that appear at the beginning of scenes. It's one of those rare movies where the humor hits you unexpectedly, even though you know it's a comedy. Amy Heckerling, the director, is really sharp here--If you enjoyed her better known films (Fast Times at Ridgemont High, Clueless, European Vacation, etc.,)you should give this one a look.<br /><br />Michael Keaton is extremely likable in the title role and the supporting cast (Griffin Dunne, Maureen Stapleton, Joe Piscopo, Peter Boyle) is excellent. Highly recommended.",1
"Too many sources routinely lump this thought-provoking period drama in part based on historical fact together with the superficially similar ""nunsploitation"" which was a mainstay in '70s Euro trash cinema, overlooking the righteous anger that drives the whole endeavor. Perhaps coincidentally it was also director Gianfranco Mingozzi's singular attempt at narrative film-making outside of many well-received documentaries.<br /><br />Safely set within a historical context, FLAVIA charts the growing rebellion of an early 15th century Italian nun (Florinda Bolkan's career performance, even surpassing her sterling work in Lucio Fulci's devastating DON'T TORTURE A DUCKLING), locked away in convent by her not so nobleman father in a desperate attempt to curb the girl's budding sensuous nature. Wondering why women are relegated to secondary roles at best in life as in holy scripture, she is confronted by ways in which male domination can rupture female lives, inspiring revolt fueled by the ranting of semi-crazed older Sister Agatha (indelibly portrayed by veteran actress Maria Casarès from Marcel Carné's LES ENFANTS DU PARADIS) and - more constructively - by a Muslim invasion. Joining the oppressors and perhaps unwittingly manipulating them to do her bidding, Flavia truly becomes the outcast she already felt herself to be, with expected tragic results.<br /><br />With its breathtaking widescreen compositions by Alfio Contini, who shot Michelangelo Antonioni's ZABRISKIE POINT, this is an uncompromising and austere account of one woman's fierce yet ultimately futile fight against patriarchal society which allotted her no rights beyond childbearing or whoring as Sister Agatha wryly remarks. A lengthy drug-induced fantasy sequence clearly modeled on Ken Russell's otherwise far more flamboyant DEVILS notwithstanding, the movie turns out relatively stingy in the skin department, making something of a mockery out of its semi-porn reputation. This is a serious work deserving rediscovery and restoration of its unjustly tarnished reputation.",1
"This movie had a IMDB rating of 8.1 so I expected much more from it. It starts out funny and endearing with an energy that feels spontaneous. But before the movie is half-way through, it begins to drag and everything becomes sickingly predictable. The characters in the office were delightful in the first third of the movie, but we get to know them a little too well; they become caricatures, not real people at all. This is the same story I've seen hundreds of times, only told here with slightly different circumstances. The thing is, I could stomach another predictable love story if only the dialog weren't so stale!<br /><br />The only thing that could be worse is if the characters had inconsistent and unbelievable motivations, and unfortunately that was also the case with Dead Letter Office. Hopefully this movie will end up in the Dead Movie Office soon.",0
"Daphne Zuniga is the only light that shines in this sleepy slasher, and the light fades quickly. If not her, than what other reason to watch this. five college kids are signed up to prepare an old dorm for its due date of demolition. Problems are automatically occurring when a weird homeless man is soliciting, and the group are short a few people. Then, a killer is on the loose. I honestly wanted to say I was going to enjoy this one. It had a fair set up, or maybe that was just Daphne Zuniga in it. The film is too slow, and almost as silent as a library. Most of the acting is below average, and the ""point-of-view"" moments are so old news. Acclaimed composer Christopher Young of such films as ""Hellraiser"" and ""Entrapment"" scored this, in a repetitive cue line that was better made for a TV movie. Still, it seems higher than the movie deserves. So, other than Young and Zuniga, this one scrapes the bottom of the barrel.",0
"Knowing how old a film is, ought to prepare the viewer for a few things, and, with those things in mind, perhaps the movie'll be more tolerable. So it was when I watched Revolt of the Zombies. The heavy reliance on tedious dialogue and corny movements should be expected, as should the primitiveness (or absence) of special effects in those days. A great deal is asked from the imagination of the onlooker - maybe too much, in this case. And the plot isn't easy to follow: Some zombiefied southeast Asian soldiers in WWI performed very admirably. Although skeptical as to why, if true, the explanation should stay out of the wrong hands, so, off goes a group to archaeologically investigate. The key to long-distance hypnosis is learned by a member of the expedition, who uses it to, among other purposes, temporarily dispense with the beau of the gal for whom he has the hots. To prove his love for her, he gives up his hold on everybody, which he shouldn't have done 'cause, once they're all unzombiefied, many want to kill him so that he'll never control them again. Below average, even with precautionary forethought. Recommended for only the extremely patient.",0
"Okay the promos promised a comedy and people(few) went to watch it Being the first release of 2006 is not a bad thing, or for that matter of any year, because the first and last films mostly flop except GHAJINI and some more<br /><br />Okay coming to JAWANI DIWANI<br /><br />Review in short The film is about Emraan Hashmi doing his usual stuff sadly it's annoying this time after repetitions It has an irritating Hrishita Bhatt and a flop Celina Jaitley<br /><br />Cringeworthy dialogues, comedy scenes and badly handled drama and lots of loopholes<br /><br />Direction is bad Emraan Hashmi is annoying here, luckily now he is coming of age But post FOOTPATH and MURDER and some decent work in some more films the actor in him took a backseat and directors focused on his kisses and womaniser image which sadly lost it's touch after repetitions Hrishita and Celina are bad Mahesh is horrible",0
"Man on Fire was hot. I love a classic tale of good ol' revenge, and what better cause for revenge than the kidnapping of an innocent little girl.<br /><br />The writers did an excellent job in this movie of building the relationship between Creasy (Denzel Washington) and Pita (Dakota Fanning) so that the viewer would understand and actually feel the drive Creasy had to rescue Pita. It was also good that Creasy wasn't a choir boy type trying to rescue Pita through the ""proper"" channels, but instead used torture tactics and street smarts. Some may say, ""Torture is wrong regardless,"" and you may be right, but when you see the pain Creasy goes through due to the loss of Pita and the sheer passion he has for getting her back, you can't help but side with Creasy and pull for him to be even more merciless. There would be no progress if Creasy used diplomacy to deal with the different nefarious gangsters and criminals and he knew that.<br /><br />Creasy's quest ended with the return of Pita to her mother and Creasy dying in the vehicle of the bad guys. But Creasy's death did not diminish the effectiveness of the movie, it in fact enhanced it by showing that Creasy was willing to die to get Pita back. His death was noble in fact.<br /><br />Denzel does an excellent job as do the writers. This movie deserves good marks because it definitely was a good movie.",1
"There is no denying that Ealing comedies are good, but for me this film stands out as one of the best.<br /><br />The basic premise of the film is that a small part of Pimlico in London is discovered to be part of Burgundy, not the UK. We then follow the lives of the residents in their battle to keep the treasure found after the bomb explodes, and keep out the black market traders who soon realise that being exempt from UK law, rationing does not exist. When they become prisoners in their own street because the government has decided to close the boarder we see them fight back against the system.<br /><br />They are forced to ration water and food in their stand for what is right. In fact becoming worse off than they were before it all started, that's where the moral comes in. It's when they loose all the food that they think they are beaten and call for a surrender, only to have the whole of London respond to their plight by sending food, lot's of it. Thus enabling them to continue their struggle.<br /><br />This film hit's the right note throughout, the acting is superb, with Stanley Holloway, Margaret Rutherford, Hermione Baddeley and Betty Warren standing out. It's pitched just right, not too sentimental and the moral of the story not forced down your throat. Well worth a viewing",1
"I have been searching for the right words to describe this film. At first I was inclined to simply skip to more significant matters, as the film does not rise to a level deserving comment.<br /><br />Yet, I stopped, puzzled as to how to describe such stuff and somewhat intrigued by the challenge presented by the question: ""What can one say about such a film?"" Rubbish? No, its not rubbish, rubbish can be recycled into something useful. Greenhouse gas? No, its not greenhouse gas, greenhouse gases help plants grow large and healthy.<br /><br />Finally, I struck on ""Not even bad,"" a rework of the phrase ""Not even wrong"" used sometimes in theoretical physics to describe a theory that is hopelessly flawed and not even worthy of correction. That's it then, Georgia Rule: Not even bad.",0
"Saw this 'film' recently and have to say it was the worst attempt at film making I have ever had the misfortune to see. What the Hell was going on with Coolio? Totally unprovoked shooting at people in distress. Totally uninvolving, slow, tedious and detached. Worse than Spawn. long live ""Evil dead II"".",0
"Why? Why did they make this movie? If Timothy Olyphant wasn't shirtless in it several times, there would be ABSOLUTELY no reason to watch this movie, ever. Um...Plot? Nope. Well-defined characters? nope. The only time I laughed was when my boyfriend made fun of the whole she-bang. P.S. Andy Dick? Nope.",0
Ariauna Albright is a really good actress but why she participated in this lame written travesty is a mystery. What could have been entertaining winds up as classic boredom. The unique thing about Ariauna is that she can act as well as look real sexy as opposed to her partner Lilith Stabs who looks fine but it is obvious she spent the money for acting school at the spa or beautician. This was a production that cried out for some T & A & with a imaginative script writer could have achieved it in the flow of things. However Ariauna does what she can under the circumstances & to a extent salvages her reputation. The Tempe company should be aware that when you dress two attractive women in skimpy fetish cop uniforms the viewers will expect some fetish play & T & A. Nough said.,0
"Wes Craven, you are having a laugh... at our expense. The Red Eye plot is preposterous... We are confronted by a guy who has apparently spent 8 weeks watching a girl, who then turns up at an airport behind her, flirts and chats her up successfully, somehow wangles a seat next to her in a two seat space, not trapped in the middle of a five seat row (contacts at check-in?) and is cheezily nice during a painfully slooooow build up. Then, once up in the air, in a confined space, surrounded by strangers, he immediately starts threatening the vacuous, if super-efficient, Rachel McAdams and saying tosh like 'we got ya daddy, do what I say, or poppa gets it'. Well, forgive me, but didn't they already have her daddy ready for slaughter-so-you-better-oughta long before she stepped on the plane and therefore wouldn't it have been oh, sooooooo much simpler to simply snatch the gal off the street and terrorise her in a room somewhere, forgetting the complicated and insecure dad plot, pulling her nails out or whatever until she made the all important 'call' required? Or even - cos this is the movies and we need a few unreal twists - keep the dumb dad-in-distress thing intact if you must, but dress it up better so that holding him in harms way until the convoluted plot had been concluded made some sense, without the plane dumbdown? Alternatively, without wanting to sound like an actual thinking terrorist/assassin - couldn't the massive bazooka-missile thang employed have been far more easily used on, say, a car driving down the highway, with the politician inside, rather than the 50th story of a Miami seafront hotel, from a fishing boat (mind you, as we already know, security in Miami is lax, so they'll speed away)? I know, I know, far more fun to go through watching a pretty girl for 8 weeks, burgle her dads house to steal his wallet (that somehow - star trek style - gets transported from Miami to Texas instantly) in order to - perhaps - get her to arrange for a politician to change hotel room and, and, and... Well, a thousand things could go wrong here, each one entirely destroying the Big Plan, so why not slim the elements down to a sensible handful, such as - 1. bazooka. 2. car. 3. boom! My 50 minute drive home from the cinema was spent highlighting the abundance of flaws and stupid cod-Hitchcockian twists, which sadly was the best fun of the whole sorry experience. And as for security back at Miami Airport... we have an apparently crazy and violent girl running off a plane, chased by cops, who during the chase sits down to have a coffee, moves elsewhere to read a magazine at a bar, then runs again like crazy up and down the whole terminal... by now also chased by crazed Cillian Murphy (no CCTV then? - I had guns pulled on me for parking in the wrong place for 10 seconds at Miami Airport a couple of years back). So instead of speaking to the cops - her allies - or getting on the blower at a call-box direct to her dad to warn him his life is in danger, McAdams prefers instead to steal a People Carrier off a family in the Airport forecourt (call the damned security...) and drives home to daddy, mowing down the assassin with the vehicle in the front garden of the house, in a rich neighbourhood-watch district, crushing the front porch in the process - an act which actually slightly wakes dad up from an afternoon snooze, after about a minute, yet which somehow fails to register with neighbours who aren't even mildly curious, thus ensuring 15 more minutes of hide and seek shenanigans as the duo run around the vast Hollodeck type house... Dohhh, it actually hurts to keep thinking about it all - Cillian (surely renamed Silly 'un for doing this one?) preposterously turns from ice assassin to comically unhinged (and inept) lunatic killer at the end, this theoretically ruthless despatcher of human life now allowing the dad to live so that he can watch his daughter getting her goose cooked. I'd better stop, because the stream of drivel I'm writing here must sound as uncoordinated as the Red Eye script. If Ms McAdams hadn't been allowed to get on the plane in the first place the title could have been altered, from 'Red Eye' to 'No Eye, Dear'. RR",0
"SPOILERS<br /><br />In the words of Jean-Paul Sartre, ""Hell is other people"". In ""The Odd Couple"", Jack Lemmon and Walter Matthau demonstrate just how accurate this can be. As Felix Ungar and Oscar Madison, Lemmon and Matthau respectively create two good friends who decide to live together. As the two begin to slowly grow more and more frustrated with each other, the laughs come thick and fast, before Felix departs, leaving Oscar a changed and more cleanly individual.<br /><br />Jack Lemmon as Ungar is absolutely superb as the neurotic, cleaning obsessed divorcee coping with life as a single man. Walter Matthau in contrast to Lemmon's character is equally as good as the slobbish sports writer who simply wants to play poker to earn money for his child benefits.<br /><br />Lemmon and Matthau are magnificant in their selected parts, to some degree dependent upon the beautiful script by Neil Simon, and simultaneously because they work well as a team. As two friends who are inherently different in lifestyles, although similar in relationships with ex-wives and children, these two, late, great actors create a partnership which is practically impossible to recreate. So great in fact, that the world screamed out so much for something similar, that two years before Matthau's death and three before Lemmon's, the characters were reunited in an inferior sequel. This idea, whilst following Hollywood's irritating obsession with sequels, might have worked to a certain degree, but at the same time, it could never come close to replicating the genius of this original film.<br /><br />Ultimately it's not really possible to say anything else. With Simon's amazing script, filled with humour and laughter, the creators of this film were already onto a hit. The casting of Jack Lemmon and Walter Matthau as Felix Ungar and Oscar Madison though, is the most important part of this film. ""The Odd Couple"", with it's traditional soundtrack (which even gained a tribute in ""The Simpsons""), it's excellent script and it's genius leading men, is a tribute to cinema and a feature for history to remember.",1
"this movie was definitely the worst movie i've seen in my entire life, and i've seen some pretty bad movies. i didn't like the way this movie was filmed. all of the actors are unknown, and it looks as though a bunch of friends got together and decided to film their own movie. but it's absolutely horrible. i've never seen a worse movie. the story is so fake, and i just found that it took a really long time to get to the end of the movie. there was no plot, it looked as though it wasn't planned out before they started filming. the story is too weird. i didn't like how slow it took to get to the point of the movie. there was no point in even filming this movie. if you're considering watching this movie, don't. you're just wasting your time.",0
"This is by far one of the most boring and horribly acted accounts of the early days of Adolf Hitler that I have ever watched. Robert Carlyle is a wonderful actor, but to cast him as Hitler is just plain wrong. To cast Liev Schrieber as Hitler's longtime friend and aid, Haefengstal must have emitted cries of despair and anguish from the Simon Wiesenthal Centre. A J-W playing a Nazi supporter, bad bad bad casting. This was not an enjoyable family film with a good historical background. This was Hollywood rubbish at its finest, cashing in on the strength of a strong (but sorely under utilized) supporting cast of actors whom seemed to have all but disappeared from the acting radar in the past 5 years.<br /><br />The fake German accents (vee vill vin zis var) is insulting to German people everywhere. My mother is German and she sat fuming at the sound of the voices which kept switching from American/English/German all in the same sentence. The supporting cast make better cardboard cutouts at the local video store than they do on screen. Jenna Malone as the fated Geli Raubal, was splendid though, she captured the innocence and confusion of this tragic young woman who ultimately ended her own life to escape what her future would have been like in Hitler's shadow.<br /><br />If you would like a tremendously fantastic and historically accurate account of Hitler's early years leading up to and including the war/holocaust, rent ""Inside the Third Reich"" 1983 starring Rutger Hauer as Albert Speer and Derek Jacobi as Hitler. It was good and made more sense then this baloney.<br /><br />As a historical researcher of the Third Reich I can honestly tell you, this had me reaching for my books to confirm its myriad of inaccuracies.",0
"Guy de Maupassant was a novelist who wrote a novel about a man, a poor man, without any moral qualities. He only wanted to success in a society where all the people, the politic men, the businessmen, the journalists, the women are corrupt. The only king is MONEY. The Maupassant hero, Charles Forestier is going higher and higher in the society scale thanks to his seduction poser. He is in love with all the women who could help him in his action to climb the society stapes. At the end of the novel, he married himself with the biggest daily paper owner's daughter, in the greatest church of Paris : ""La Madeleine"". ""Le Tout Paris"" is there. He has a fortune and more, he will become a member of Parliament and later a Minister. The ""useless"" women are out of his view, but he is always keeping in touch with the pretty and the usefull women. The picture ""THE PRIVATE AFFAIRS OF BEL AMI"" is a story of MORALITY. It is everything, but not a story in the Maupassant idea. Why had they put ""BEL AMI"" in its title ?",0
"Films such as Chocolat, Beau Travail, and others have propelled French director Claire Denis into the top echelon of the world's most unique and accomplished filmmakers and her 2004 film The Intruder (L'Intrus) adds to the depth of her portfolio. A cinematic poem that conveys a mood of abiding loneliness and loss, the film provides a glimpse into the psyche of a man who is deteriorating physically and mentally and who travels to various parts of the globe seeking redemption and peace but finds it hard to come by. Loosely based on Jean-Luc Nancy's memoir of a heart transplant, The Intruder is a film of such unrelenting opaqueness that even after two viewings it is difficult to describe it in other than subjective, impressionistic terms.<br /><br />Louis Trebor (Michael Subor) is a man in his seventies who is likely dying of a heart condition and who, like the professor in Ingmar Bergman's Wild Strawberries, attempts to come to terms with the mistakes of his life while he has time. It is clear that he is physically rugged and very wealthy but seems emotionally drained and the look on his face is one of quiet resignation. Though we see only one episode of violence, where he gets out of bed in the middle of night to kill an intruder, there is a sinister sense about him. He might be an intelligence officer, a foreign agent, or a hit man.<br /><br />Whatever the case, he apparently is under some kind of surveillance and acts like a man that has been involved in criminal wrongdoing and is only now able to see the consequences. Facial close-ups throughout the movie create a strong sense of isolation. He lives with his dogs in a cabin in the Jura Mountains near the French-Swiss border and has an estranged son Sidney (Gregoire Collin) whom he has long neglected. Sidney lives nearby with his wife Antoinette (Florence Loiret-Caille) and their two children. In one telling scene, he meets up with his father on the street and calls him a lunatic, but that does not prevent him from taking his money.<br /><br />When the film opens, we meet Antoinette, a Swiss border guard, who boards a van with a trained dog to sniff out some contraband. When she comes home, she is greeted by her husband who asks her with tongue-in-cheek if she has ""anything to declare?"" Other than these three individuals, the people and circumstances we see during the rest of the film may exist only in Louis' imagination. Louis has three women in his life and we meet them all in the film's first half hour: a pharmacist (Bambou) who prepares his medication, a neighbor (Béatrice Dalle) who is a dog breeder who refuses to care for his dogs when he goes away on a trip telling him that they are as crazy as he is, and a young Russian organ dealer (Katia Golubeva) who he tells he wants a ""young man's heart"".<br /><br />Relentlessly, she stalks him throughout the film but it is apparently only in his mind. In the last section of the film, Louis travels to South Korea in search of a heart transplant and to Tahiti to deliver a gift to a different son, one whom he has not seen for many years or perhaps has never seen. His heart transplant, however, appears to be a metaphor for a man without a heart, a man whose life has been fascinating but ultimately directionless, intruding into other people's lives with little real empathy. The Intruder contains a haunting guitar soundtrack by Stuart Staples of the band Tindersticks, reminiscent of the guitar riff in Jim Jarmusch's Dead Man, and gorgeous cinematography by Denis regular Agnes Godard.<br /><br />Godard creates memorable images that convey a mood of longing and regret: a heart beating alone in the snow, an infant in a sling looking up at his father for a good two minutes, the baby's expression gradually turning from morose to a half smile, colored streamers blowing from a newly christened ship, a massage in a dark room by a mysterious Korean masseuse, and the vast expanse of ocean seen from a bobbing ship deck. While The Intruder can be frustrating because of its elliptical nature, Denis forces us to respond out of our own experience, to understand the images on the screen on a very personal level. If there is any theme, a hint might be found in the opening that tells us what is revealed piecemeal in the film - ""your worst enemies are hiding, in the shadow, in your heart.""",1
"After the unexpected accident that killed an inexperienced climber (Michelle Joyner). Eight months has passed... The Rocky Mountain Rescue receive a distress call set by a brilliant terrorist mastermind Eric Quaien (John Lithgow). Quaien has lost three large cases that has millions of dollars inside. Two experienced climbers Walker (Sylvester Stallone) and Tucker (Micheal Rooker) and a helicopter pilot (Janine Turner) are to the rescue but they are set by a trap by Quaien and his men. Now the two climbers and pilot are forced to play a deadly game of hide and seek. While Quaien is trying to find the millions of dollars and he kidnapped Tucker to find the money. Once Tucker finds the money, Tucker will be dead. Against explosive firepower, bitter cold and dizzying heights. Walker must outwit Quaien for survival.<br /><br />Directed by Renny Harlin (Driven, Mindhunters, A Nightmare on Elm Street 4:The Dream Master) made an entertaining non-stop action picture. This film is a spectacular, exciting, visually exciting action picture with plenty of dark humour as well. This was one of the biggest hits of 1993. This is one of Harlin's best film. Lithgow is a terrific entertaining villain. Stallone certainly made an short comeback of this sharp thriller. This is probably Harlin's best work as a filmmaker.<br /><br />DVD has an sharp anamorphic Widescreen (2.35:1) transfer and an terrific-Dolby Digital 5.1 Surround Sound. DVD has an running commentary track by the director with comments by Stallone. DVD also has technical crew commentary as well. DVD has behind the scenes featurette, two deleted scenes with introduction by the director and more. Do not miss this great action film. Screenplay by Micheal France (Fantastic Four) and actor:Stallone (The Rocky Series). Based on a premise by John Long. Excellent Cinematography by Alex Thomson, B.S.C. (Alien³, Demolition Man, Legend). Oscar Nominated for Best Sound, Best Sound Editing and Best Visual Effects. Panavision. (****/*****).",1
"this movie delivers. the best is when the awkward teenage neighbor tries to bike away from the babysitter and in the background looks like he's never been anywhere near a bike in his life as he attempts not to fall off.<br /><br />but this movie doesn't stop there, when less than 5 minutes later it delivers a scene of nothing but an arm reaching through a fence and into a cooler pulling out a beer. <br /><br />stereotypical grilling dads, several plot lines that go nowhere, and a former seaQuest actress with a bluetooth cell phone all add up to making this the perfect Saturday night at home.",0
